+-----+-----------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                          |
|eruvim-merged.txt-025a-0064  |156  |156:70.5%, 154:21.7%, 104:6.1% |moses, aaron, lesson, elders, heard, sons, possession, times, entered, property                   |
|eruvim-merged.txt-025a-0065  |127  |127:37.3%, 113:32.3%, 156:23.1%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0066  |113  |113:24.1%, 127:24.0%, 157:19.6%|beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025a-0067  |127  |127:26.5%, 157:25.0%, 113:17.6%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0068  |127  |127:30.8%, 63:21.5%, 47:19.2%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0069  |157  |157:56.6%, 127:25.5%, 47:5.6%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0070  |157  |157:59.0%, 127:34.4%, 68:3.2%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0071  |157  |157:77.8%, 127:14.1%, 90:4.2%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0072  |157  |157:81.5%, 90:11.3%, 18:6.2%   |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0073  |157  |157:86.1%, 90:12.9%, 63:0.0%   |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0074  |157  |157:69.8%, 90:16.2%, 18:11.3%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0000  |157  |157:64.5%, 90:18.3%, 81:4.8%   |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0001  |157  |157:64.7%, 90:18.2%, 81:4.9%   |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0002  |157  |157:97.7%, 63:0.0%, 22:0.0%    |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0003  |157  |157:66.9%, 169:10.5%, 154:9.2% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0004  |157  |157:53.7%, 109:11.5%, 47:7.2%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0005  |63   |63:25.5%, 109:12.8%, 47:12.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025b-0006  |63   |63:47.9%, 109:21.4%, 47:8.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025b-0007  |63   |63:46.7%, 109:19.5%, 157:13.7% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025b-0008  |157  |157:29.4%, 63:29.3%, 109:19.8% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0009  |157  |157:27.8%, 109:23.3%, 63:17.9% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0010  |157  |157:30.7%, 109:24.1%, 161:12.4%|domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0011  |157  |157:29.6%, 109:21.3%, 47:12.6% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0012  |157  |157:34.2%, 47:19.5%, 109:17.3% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025b-0013  |113  |113:31.4%, 47:22.7%, 157:20.7% |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025b-0014  |113  |113:42.5%, 157:28.3%, 47:13.7% |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025b-0015  |113  |113:54.6%, 69:15.3%, 22:9.1%   |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025b-0016  |113  |113:35.3%, 69:11.7%, 72:11.6%  |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025b-0017  |154  |154:21.4%, 113:17.1%, 180:12.4%|master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-025b-0018  |154  |154:37.6%, 113:17.2%, 180:11.1%|master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-025b-0019  |154  |154:36.1%, 113:32.5%, 180:8.4% |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-025b-0020  |113  |113:41.3%, 154:31.0%, 69:16.4% |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025b-0021  |113  |113:45.1%, 69:26.8%, 51:12.3%  |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025b-0022  |69   |69:38.1%, 63:18.7%, 51:15.4%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025b-0023  |69   |69:70.2%, 16:9.0%, 154:7.6%    |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025b-0024  |69   |69:61.1%, 154:18.2%, 184:6.5%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025b-0025  |69   |69:54.0%, 154:31.0%, 184:7.9%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025b-0026  |69   |69:47.2%, 154:36.9%, 184:14.5% |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-026a-0000  |167  |167:27.9%, 69:19.8%, 157:12.6% |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-026a-0001  |167  |167:50.6%, 69:12.6%, 18:9.6%   |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-026a-0002  |167  |167:85.0%, 69:7.8%, 18:6.6%    |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-026a-0003  |167  |167:78.7%, 69:8.2%, 18:6.1%    |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-026a-0004  |167  |167:73.2%, 113:12.6%, 125:5.7% |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-026a-0005  |154  |154:55.9%, 113:15.1%, 167:12.0%|master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-026a-0006  |154  |154:61.8%, 157:14.2%, 113:12.6%|master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-026a-0007  |154  |154:47.5%, 69:16.0%, 113:8.7%  |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-026a-0008  |69   |69:25.8%, 154:23.1%, 49:15.0%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-026a-0009  |69   |69:29.5%, 49:11.2%, 154:11.1%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-026a-0010  |69   |69:29.3%, 181:15.4%, 22:13.3%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-026a-0011  |113  |113:24.7%, 69:15.1%, 167:12.4% |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-026a-0012  |113  |113:38.0%, 167:17.9%, 22:9.2%  |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-026a-0013  |113  |113:30.4%, 43:19.7%, 136:10.8% |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-026a-0014  |43   |43:37.1%, 113:15.0%, 165:9.4%  |rope, barrel, written, world, iron, yishmael, pass, rabbi, shall, torah                           |
|eruvim-merged.txt-026a-0015  |43   |43:49.6%, 113:10.9%, 45:10.1%  |rope, barrel, written, world, iron, yishmael, pass, rabbi, shall, torah                           |
|eruvim-merged.txt-026a-0016  |43   |43:18.6%, 161:15.3%, 109:10.5% |rope, barrel, written, world, iron, yishmael, pass, rabbi, shall, torah                           |
|eruvim-merged.txt-026a-0017  |113  |113:51.8%, 167:17.4%, 22:7.0%  |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-026a-0018  |113  |113:57.5%, 167:20.5%, 22:8.2%  |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-026a-0019  |113  |113:66.2%, 167:18.3%, 137:5.8% |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-026a-0020  |154  |154:50.1%, 37:12.3%, 135:8.1%  |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-026a-0021  |154  |154:41.5%, 37:13.9%, 63:9.6%   |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-026a-0022  |154  |154:39.3%, 63:13.0%, 37:11.8%  |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-026a-0023  |154  |154:21.1%, 98:14.2%, 172:11.1% |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-026a-0024  |63   |63:64.7%, 31:13.4%, 104:5.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-026a-0025  |63   |63:72.6%, 31:12.0%, 37:4.2%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-026a-0026  |63   |63:80.4%, 31:6.6%, 199:4.8%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-026a-0027  |63   |63:93.1%, 166:5.7%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-026a-0028  |127  |127:75.5%, 1:20.1%, 63:0.0%    |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-026b-0000  |31   |31:81.9%, 137:9.5%, 63:7.3%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0001  |31   |31:81.7%, 63:11.7%, 137:5.7%   |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0002  |31   |31:70.8%, 127:10.4%, 112:8.0%  |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0003  |31   |31:68.2%, 127:9.6%, 80:9.6%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0004  |31   |31:69.5%, 63:11.1%, 80:8.3%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0005  |31   |31:77.0%, 63:16.6%, 80:3.8%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0006  |31   |31:76.6%, 63:21.6%, 136:1.1%   |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0007  |31   |31:83.0%, 63:13.9%, 57:2.5%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0008  |31   |31:89.6%, 63:9.7%, 157:0.0%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0009  |31   |31:99.4%, 63:0.0%, 157:0.0%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0010  |31   |31:99.4%, 63:0.0%, 157:0.0%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0011  |31   |31:99.4%, 63:0.0%, 157:0.0%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0012  |31   |31:99.7%, 63:0.0%, 157:0.0%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0013  |31   |31:99.7%, 63:0.0%, 157:0.0%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0014  |31   |31:99.7%, 63:0.0%, 157:0.0%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0015  |31   |31:85.8%, 63:13.7%, 157:0.0%   |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0016  |31   |31:78.9%, 63:20.5%, 157:0.0%   |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0017  |31   |31:69.7%, 63:13.6%, 50:7.6%    |authority, body, renounces, every, flesh, single, disagreement, several, ava, ra                  |
|eruvim-merged.txt-026b-0018  |100  |100:23.2%, 31:22.9%, 22:11.5%  |scroll, boat, ground, back, alleyway, levi, river, earth, offspring, idi                          |
|eruvim-merged.txt-026b-0019  |100  |100:20.6%, 165:15.9%, 130:15.4%|scroll, boat, ground, back, alleyway, levi, river, earth, offspring, idi                          |
|eruvim-merged.txt-026b-0020  |63   |63:26.6%, 100:15.8%, 80:13.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-026b-0021  |63   |63:33.4%, 80:24.1%, 54:7.1%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-026b-0022  |54   |54:33.3%, 63:31.2%, 80:17.0%   |money, tithe, designated, consecrated, second, loaves, bought, buy, tenth, naziriteship           |
|eruvim-merged.txt-026b-0023  |54   |54:51.0%, 22:15.3%, 165:10.6%  |money, tithe, designated, consecrated, second, loaves, bought, buy, tenth, naziriteship           |
|eruvim-merged.txt-026b-0024  |54   |54:46.2%, 22:13.5%, 80:12.0%   |money, tithe, designated, consecrated, second, loaves, bought, buy, tenth, naziriteship           |
|eruvim-merged.txt-026b-0025  |3    |3:33.0%, 126:20.5%, 63:15.1%   |impure, doubt, ritually, pure, ritual, became, whether, immersed, still, teruma                   |
|eruvim-merged.txt-026b-0026  |3    |3:56.3%, 80:13.3%, 126:10.5%   |impure, doubt, ritually, pure, ritual, became, whether, immersed, still, teruma                   |
|eruvim-merged.txt-026b-0027  |3    |3:63.2%, 126:19.9%, 80:11.0%   |impure, doubt, ritually, pure, ritual, became, whether, immersed, still, teruma                   |
